OBJECTID,Identifier,Occurrence Date,Day of Week,Occurrence Month,Occurrence Day,Occurrence Year,Occurrence Hour,CompStat Month,CompStat Day,CompStat Year,Offense,Offense Classification,Sector,Precinct,Borough,Jurisdiction,XCoordinate,YCoordinate,Location 1
410,8671c6a,01/09/2006 11:40:00 AM,Monday,Jan,9,2006,11,1,9,2006,ROBBERY,FELONY,I,73,BROOKLYN,N.Y. POLICE DEPT,1010229,182554,"(40.6677153910001, -73.906354741)"
411,23e8f23d,01/09/2006 12:00:00 PM,Monday,Jan,9,2006,12,1,19,2006,GRAND LARCENY,FELONY,A,100,QUEENS,N.Y. POLICE DEPT,1039898,156023,"(40.5947568190001, -73.799625699)"
412,baf3052,01/09/2006 12:00:00 PM,Monday,Jan,9,2006,12,1,25,2006,GRAND LARCENY,FELONY,I,70,BROOKLYN,N.Y. POLICE DEPT,995294,176595,"(40.6513904710001, -73.960200798)"
413,7dabf07b,01/09/2006 12:00:00 PM,Monday,Jan,9,2006,12,1,9,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,B,106,QUEENS,N.Y. POLICE DEPT,1026465,178421,"(40.6563087070001, -73.8478546759999)"
414,205dd678,01/09/2006 12:00:00 PM,Monday,Jan,9,2006,12,1,17,2006,RAPE,FELONY,G,75,BROOKLYN,N.Y. POLICE DEPT,1017141,183798,"(40.671106911, -73.881432957)"
415,2e9bb7ab,01/09/2006 12:00:00 PM,Monday,Jan,9,2006,12,1,10,2006,ROBBERY,FELONY,G,113,QUEENS,N.Y. POLICE DEPT,1039726,185435,"(40.6754873840001, -73.800003235)"
416,b5b02203,01/09/2006 12:00:00 PM,Monday,Jan,9,2006,12,1,13,2006,GRAND LARCENY,FELONY,C,112,QUEENS,N.Y. POLICE DEPT,1022320,205129,"(40.7296347010001, -73.862642678)"
417,a19099c8,01/09/2006 12:00:00 PM,Monday,Jan,9,2006,12,7,25,2006,GRAND LARCENY,FELONY,G,13,MANHATTAN,N.Y. POLICE DEPT,985958,208366,"(40.7386012270001, -73.993838059)"
418,a02b8ad6,01/09/2006 12:00:00 PM,Monday,Jan,9,2006,12,1,9,2006,GRAND LARCENY,FELONY,A,10,MANHATTAN,N.Y. POLICE DEPT,983544,209704,"(40.742273842, -74.0025492189999)"
419,9cd3f23a,01/09/2006 12:00:00 PM,Monday,Jan,9,2006,12,1,14,2006,GRAND LARCENY,FELONY,D,10,MANHATTAN,N.Y. POLICE DEPT,983621,211703,"(40.7477606030001, -74.002271534)"
420,8a38fca4,01/09/2006 12:00:00 PM,Monday,Jan,9,2006,12,7,19,2006,GRAND LARCENY,FELONY,C,44,BRONX,N.Y. POLICE DEPT,1006687,239755,"(40.8247273870001, -73.9189317889999)"
421,743a9ae6,01/09/2006 12:15:00 PM,Monday,Jan,9,2006,12,1,9,2006,FELONY ASSAULT,FELONY,M,67,BROOKLYN,N.Y. POLICE DEPT,1006528,180139,"(40.661096839, -73.919703735)"
422,765413ab,01/09/2006 12:30:00 PM,Monday,Jan,9,2006,12,1,9,2006,GRAND LARCENY,FELONY,D,123,STATEN ISLAND,N.Y. POLICE DEPT,928511,139656,"(40.549832128, -74.200569908)"
423,94008e05,01/09/2006 12:30:00 PM,Monday,Jan,9,2006,12,1,14,2006,GRAND LARCENY,FELONY,,23,MANHATTAN,N.Y. HOUSING POLICE,999061,229912,"(40.7977271660001, -73.946507862)"
424,b53efbc4,01/09/2006 12:43:00 PM,Monday,Jan,9,2006,12,1,9,2006,FELONY ASSAULT,FELONY,B,103,QUEENS,N.Y. POLICE DEPT,1040606,197129,"(40.707579078, -73.7967329049999)"
425,d2983a88,01/09/2006 12:45:00 PM,Monday,Jan,9,2006,12,1,9,2006,BURGLARY,FELONY,B,33,MANHATTAN,N.Y. POLICE DEPT,999568,244900,"(40.838864148, -73.944642498)"
426,885ed274,01/09/2006 12:55:00 PM,Monday,Jan,9,2006,12,1,9,2006,FELONY ASSAULT,FELONY,G,103,QUEENS,N.Y. POLICE DEPT,1039749,190809,"(40.6902376100001, -73.7998760569999)"
427,23aad27d,01/09/2006 01:00:00 PM,Monday,Jan,9,2006,13,1,9,2006,GRAND LARCENY,FELONY,D,68,BROOKLYN,N.Y. POLICE DEPT,974975,162654,"(40.613127401, -74.03340776)"
428,b1f5f29f,01/09/2006 01:00:00 PM,Monday,Jan,9,2006,13,1,9,2006,GRAND LARCENY,FELONY,E,5,MANHATTAN,N.Y. POLICE DEPT,985766,202641,"(40.722887536, -73.9945321879999)"
429,5644b849,01/09/2006 01:00:00 PM,Monday,Jan,9,2006,13,1,25,2006,GRAND LARCENY,FELONY,E,14,MANHATTAN,N.Y. POLICE DEPT,989234,214284,"(40.754843416, -73.98201209)"
430,23d7f236,01/09/2006 01:00:00 PM,Monday,Jan,9,2006,13,1,10,2006,ROBBERY,FELONY,F,41,BRONX,N.Y. POLICE DEPT,1012440,237118,"(40.817473083, -73.8981560679999)"
431,eda58bf8,01/09/2006 01:00:00 PM,Monday,Jan,9,2006,13,1,11,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,F,32,MANHATTAN,N.Y. POLICE DEPT,1001637,237719,"(40.819150527, -73.937183784)"
432,5264f3eb,01/09/2006 01:00:00 PM,Monday,Jan,9,2006,13,7,9,2006,GRAND LARCENY,FELONY,H,43,BRONX,N.Y. POLICE DEPT,1016865,241933,"(40.8306736550001, -73.8821459549999)"
433,38510d9f,01/09/2006 01:00:00 PM,Monday,Jan,9,2006,13,1,9,2006,ROBBERY,FELONY,K,52,BRONX,N.Y. POLICE DEPT,1016862,259609,"(40.8791889780001, -73.882070808)"
434,23e18aad,01/09/2006 01:10:00 PM,Monday,Jan,9,2006,13,1,13,2006,GRAND LARCENY,FELONY,D,75,BROOKLYN,N.Y. POLICE DEPT,1020579,186594,"(40.678767855, -73.869024289)"
435,ea08cedc,01/09/2006 01:14:00 PM,Monday,Jan,9,2006,13,1,9,2006,GRAND LARCENY,FELONY,D,19,MANHATTAN,N.Y. POLICE DEPT,996619,223395,"(40.779843504, -73.955339747)"
436,90e1a6bd,01/09/2006 01:15:00 PM,Monday,Jan,9,2006,13,1,9,2006,GRAND LARCENY,FELONY,G,50,BRONX,N.Y. POLICE DEPT,1006454,260513,"(40.881702497, -73.919704919)"
437,91fc1533,01/09/2006 01:30:00 PM,Monday,Jan,9,2006,13,1,9,2006,GRAND LARCENY,FELONY,E,72,BROOKLYN,N.Y. POLICE DEPT,981854,174268,"(40.6450099200001, -74.008635382)"
438,bea3daa8,01/09/2006 01:30:00 PM,Monday,Jan,9,2006,13,1,9,2006,BURGLARY,FELONY,G,94,BROOKLYN,N.Y. POLICE DEPT,996467,205252,"(40.7300457920001, -73.955921546)"
439,290a2710,01/09/2006 01:30:00 PM,Monday,Jan,9,2006,13,1,9,2006,BURGLARY,FELONY,B,24,MANHATTAN,N.Y. POLICE DEPT,991630,227515,"(40.7911573800001, -73.973349387)"
440,a4cef02c,01/09/2006 01:40:00 PM,Monday,Jan,9,2006,13,1,9,2006,ROBBERY,FELONY,J,75,BROOKLYN,N.Y. POLICE DEPT,1011578,178425,"(40.656378143, -73.901508727)"
441,f185a725,01/09/2006 01:45:00 PM,Monday,Jan,9,2006,13,1,9,2006,GRAND LARCENY,FELONY,J,45,BRONX,N.Y. POLICE DEPT,1032047,242037,"(40.830889993, -73.8272846199999)"
442,94ed3a20,01/09/2006 02:00:00 PM,Monday,Jan,9,2006,14,1,15,2006,GRAND LARCENY,FELONY,F,63,BROOKLYN,N.Y. POLICE DEPT,999715,164625,"(40.6185287490001, -73.9442957209999)"
443,209bc8fe,01/09/2006 02:00:00 PM,Monday,Jan,9,2006,14,1,11,2006,GRAND LARCENY,FELONY,H,66,BROOKLYN,N.Y. POLICE DEPT,983185,170887,"(40.635730058, -74.003838614)"
444,d62500bb,01/09/2006 02:00:00 PM,Monday,Jan,9,2006,14,1,12,2006,GRAND LARCENY,FELONY,J,70,BROOKLYN,N.Y. POLICE DEPT,995944,176899,"(40.6522240510001, -73.957857785)"
445,38bf717f,01/09/2006 02:00:00 PM,Monday,Jan,9,2006,14,1,19,2006,GRAND LARCENY,FELONY,B,72,BROOKLYN,N.Y. POLICE DEPT,988634,179684,"(40.6598749020001, -73.984200264)"
446,206095f6,01/09/2006 02:00:00 PM,Monday,Jan,9,2006,14,1,9,2006,GRAND LARCENY,FELONY,B,72,BROOKLYN,N.Y. POLICE DEPT,988164,180850,"(40.6630755360001, -73.985893601)"
447,16ca81d3,01/09/2006 02:00:00 PM,Monday,Jan,9,2006,14,1,9,2006,GRAND LARCENY,FELONY,E,84,BROOKLYN,N.Y. POLICE DEPT,987649,191484,"(40.6922636800001, -73.9877445349999)"
448,8145060b,01/09/2006 02:00:00 PM,Monday,Jan,9,2006,14,1,9,2006,BURGLARY,FELONY,C,107,QUEENS,N.Y. POLICE DEPT,1040516,200447,"(40.716686748, -73.797029793)"
449,59f21ff0,01/09/2006 02:00:00 PM,Monday,Jan,9,2006,14,3,4,2006,BURGLARY,FELONY,I,1,MANHATTAN,N.Y. POLICE DEPT,983058,204423,"(40.727778744, -74.004302131)"
450,551d881d,01/09/2006 02:00:00 PM,Monday,Jan,9,2006,14,1,9,2006,BURGLARY,FELONY,M,108,QUEENS,N.Y. POLICE DEPT,1012826,207305,"(40.7356430500001, -73.896888303)"
451,18717c77,01/09/2006 02:00:00 PM,Monday,Jan,9,2006,14,1,9,2006,BURGLARY,FELONY,A,10,MANHATTAN,N.Y. POLICE DEPT,984213,209054,"(40.7404897810001, -74.0001349679999)"
452,93eb8c44,01/09/2006 02:00:00 PM,Monday,Jan,9,2006,14,1,9,2006,GRAND LARCENY,FELONY,D,14,MANHATTAN,N.Y. POLICE DEPT,988595,212074,"(40.7487778610001, -73.9843199379999)"
453,336a862b,01/09/2006 02:00:00 PM,Monday,Jan,9,2006,14,1,9,2006,GRAND LARCENY,FELONY,D,40,BRONX,N.Y. POLICE DEPT,1008624,236597,"(40.816054438, -73.9119444689999)"
454,cffea8a4,01/09/2006 02:15:00 PM,Monday,Jan,9,2006,14,1,9,2006,FELONY ASSAULT,FELONY,A,103,QUEENS,N.Y. POLICE DEPT,1038832,195935,"(40.7043129570001, -73.803141142)"
455,b50ea7ff,01/09/2006 02:20:00 PM,Monday,Jan,9,2006,14,1,9,2006,GRAND LARCENY,FELONY,G,105,QUEENS,N.Y. POLICE DEPT,1055351,193031,"(40.696224876, -73.743593204)"
456,5e4296ff,01/09/2006 02:23:00 PM,Monday,Jan,9,2006,14,2,2,2006,GRAND LARCENY,FELONY,G,20,MANHATTAN,N.Y. POLICE DEPT,990910,224857,"(40.7838624520001, -73.975952223)"
457,e8f1cc0b,01/09/2006 02:30:00 PM,Monday,Jan,9,2006,14,1,9,2006,BURGLARY,FELONY,J,61,BROOKLYN,N.Y. POLICE DEPT,993397,157441,"(40.598818915, -73.967063205)"
458,fcb83435,01/09/2006 02:30:00 PM,Monday,Jan,9,2006,14,1,9,2006,ROBBERY,FELONY,B,104,QUEENS,N.Y. POLICE DEPT,1009880,193434,"(40.69757952, -73.907571401)"
459,d900acfd,01/09/2006 02:30:00 PM,Monday,Jan,9,2006,14,1,9,2006,GRAND LARCENY,FELONY,D,13,MANHATTAN,N.Y. TRANSIT POLICE,988662,210091,"(40.7433349890001, -73.984079429)"
460,68a89255,01/09/2006 02:50:00 PM,Monday,Jan,9,2006,14,1,9,2006,BURGLARY,FELONY,H,42,BRONX,N.Y. POLICE DEPT,1010131,240105,"(40.825678618, -73.9064865409999)"
461,24fb925,01/09/2006 03:00:00 PM,Monday,Jan,9,2006,15,1,12,2006,RAPE,FELONY,F,60,BROOKLYN,N.Y. POLICE DEPT,990922,149184,"(40.5761573, -73.9759837999999)"
462,344e2d0a,01/09/2006 03:00:00 PM,Monday,Jan,9,2006,15,1,9,2006,BURGLARY,FELONY,B,70,BROOKLYN,N.Y. POLICE DEPT,998586,165795,"(40.621742055, -73.948359951)"
463,49782b60,01/09/2006 03:00:00 PM,Monday,Jan,9,2006,15,1,9,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,A,103,QUEENS,N.Y. POLICE DEPT,1038994,195540,"(40.7032277770001, -73.802560071)"
464,711cbf0,01/09/2006 03:00:00 PM,Monday,Jan,9,2006,15,1,9,2006,GRAND LARCENY,FELONY,B,5,MANHATTAN,N.Y. POLICE DEPT,985958,199948,"(40.7154958630001, -73.993840194)"
465,58bb4e67,01/09/2006 03:00:00 PM,Monday,Jan,9,2006,15,1,9,2006,GRAND LARCENY,FELONY,D,10,MANHATTAN,N.Y. POLICE DEPT,982883,212411,"(40.7497038020001, -74.004935148)"
466,e0dac2b9,01/09/2006 03:00:00 PM,Monday,Jan,9,2006,15,1,10,2006,BURGLARY,FELONY,I,18,MANHATTAN,N.Y. POLICE DEPT,986034,216057,"(40.7597110740001, -73.99356177)"
467,1222ddd3,01/09/2006 03:00:00 PM,Monday,Jan,9,2006,15,1,9,2006,GRAND LARCENY,FELONY,H,18,MANHATTAN,N.Y. POLICE DEPT,991014,217494,"(40.7636528630001, -73.97558409)"
468,cdc8d134,01/09/2006 03:00:00 PM,Monday,Jan,9,2006,15,1,9,2006,GRAND LARCENY,FELONY,C,20,MANHATTAN,N.Y. POLICE DEPT,989208,221350,"(40.774237779, -73.982100724)"
469,e09675e,01/09/2006 03:00:00 PM,Monday,Jan,9,2006,15,1,20,2006,GRAND LARCENY,FELONY,C,20,MANHATTAN,N.Y. POLICE DEPT,989607,221577,"(40.774860603, -73.980659964)"
470,41530de4,01/09/2006 03:00:00 PM,Monday,Jan,9,2006,15,1,11,2006,ROBBERY,FELONY,2,25,MANHATTAN,N.Y. HOUSING POLICE,1002778,230450,"(40.799196819, -73.9330815169999)"
471,4c101449,01/09/2006 03:00:00 PM,Monday,Jan,9,2006,15,1,10,2006,GRAND LARCENY,FELONY,B,30,MANHATTAN,N.Y. POLICE DEPT,996959,237594,"(40.8188154050001, -73.95408521)"
472,2d359f67,01/09/2006 03:00:00 PM,Monday,Jan,9,2006,15,1,12,2006,GRAND LARCENY,FELONY,A,30,MANHATTAN,N.Y. POLICE DEPT,996659,238696,"(40.8218405110001, -73.9551670399999)"
473,80268f2c,01/09/2006 03:00:00 PM,Monday,Jan,9,2006,15,1,11,2006,GRAND LARCENY,FELONY,F,30,MANHATTAN,N.Y. POLICE DEPT,999137,241528,"(40.829609717, -73.946207606)"
474,a1b739dc,01/09/2006 03:00:00 PM,Monday,Jan,9,2006,15,1,9,2006,ROBBERY,FELONY,B,47,BRONX,N.Y. POLICE DEPT,1022294,261475,"(40.8842888190001, -73.862417185)"
475,14d48b5c,01/09/2006 03:05:00 PM,Monday,Jan,9,2006,15,1,9,2006,ROBBERY,FELONY,C,33,MANHATTAN,N.Y. POLICE DEPT,1001706,245270,"(40.839875723, -73.936914847)"
476,77887f58,01/09/2006 03:10:00 PM,Monday,Jan,9,2006,15,1,9,2006,FELONY ASSAULT,FELONY,G,81,BROOKLYN,N.Y. POLICE DEPT,1005864,189395,"(40.6865041190001, -73.9220673419999)"
477,c425cead,01/09/2006 03:10:00 PM,Monday,Jan,9,2006,15,1,9,2006,ROBBERY,FELONY,I,88,BROOKLYN,N.Y. POLICE DEPT,990088,191363,"(40.6919302900001, -73.9789495219999)"
478,13e26103,01/09/2006 03:10:00 PM,Monday,Jan,9,2006,15,1,9,2006,FELONY ASSAULT,FELONY,D,42,BRONX,N.Y. POLICE DEPT,1015667,243850,"(40.8359396060001, -73.886465989)"
479,6a9e6eb6,01/09/2006 03:10:00 PM,Monday,Jan,9,2006,15,1,9,2006,FELONY ASSAULT,FELONY,D,42,BRONX,N.Y. POLICE DEPT,1015667,243850,"(40.8359396060001, -73.886465989)"
480,3a4e525f,01/09/2006 03:15:00 PM,Monday,Jan,9,2006,15,1,9,2006,ROBBERY,FELONY,F,105,QUEENS,N.Y. POLICE DEPT,1057516,186681,"(40.6787780000001, -73.735854763)"
481,bec57f31,01/09/2006 03:25:00 PM,Monday,Jan,9,2006,15,1,9,2006,FELONY ASSAULT,FELONY,B,52,BRONX,NYC DEPT ENVIRONMENTAL PROTECTION,1010383,252364,"(40.859325234, -73.90552823)"
482,eb190ee7,01/09/2006 03:30:00 PM,Monday,Jan,9,2006,15,1,9,2006,FELONY ASSAULT,FELONY,I,122,STATEN ISLAND,N.Y. POLICE DEPT,960795,159628,"(40.6047954630001, -74.084470177)"
483,9602c03b,01/09/2006 03:30:00 PM,Monday,Jan,9,2006,15,3,25,2006,GRAND LARCENY,FELONY,F,102,QUEENS,N.Y. POLICE DEPT,1034490,196050,"(40.7046543220001, -73.818800482)"
484,7ff273be,01/09/2006 03:30:00 PM,Monday,Jan,9,2006,15,1,31,2006,FELONY ASSAULT,FELONY,D,103,QUEENS,N.Y. POLICE DEPT,1048517,198601,"(40.711565433, -73.768185063)"
485,9a3f0b4a,01/09/2006 03:30:00 PM,Monday,Jan,9,2006,15,1,9,2006,GRAND LARCENY,FELONY,B,14,MANHATTAN,N.Y. POLICE DEPT,990191,213904,"(40.753799821, -73.978558209)"
486,f2fa4316,01/09/2006 03:30:00 PM,Monday,Jan,9,2006,15,1,9,2006,ROBBERY,FELONY,B,46,BRONX,N.Y. POLICE DEPT,1011009,248494,"(40.8487013660001, -73.90328063)"
487,ed44645e,01/09/2006 03:30:00 PM,Monday,Jan,9,2006,15,1,9,2006,ROBBERY,FELONY,B,34,MANHATTAN,N.Y. POLICE DEPT,1003400,252840,"(40.860649618, -73.930771052)"
488,469531b2,01/09/2006 03:30:00 PM,Monday,Jan,9,2006,15,1,10,2006,ROBBERY,FELONY,N,32,MANHATTAN,N.Y. POLICE DEPT,999358,236472,"(40.815732053, -73.945420411)"
489,e1759a2f,01/09/2006 03:35:00 PM,Monday,Jan,9,2006,15,1,9,2006,FELONY ASSAULT,FELONY,J,109,QUEENS,N.Y. POLICE DEPT,1031899,217928,"(40.764718266, -73.827990491)"
490,f83909be,01/09/2006 03:40:00 PM,Monday,Jan,9,2006,15,1,9,2006,ROBBERY,FELONY,C,107,QUEENS,N.Y. POLICE DEPT,1039312,198985,"(40.7126814920001, -73.801384996)"
491,883a1076,01/09/2006 03:45:00 PM,Monday,Jan,9,2006,15,1,9,2006,GRAND LARCENY,FELONY,F,46,BRONX,N.Y. POLICE DEPT,1010491,249156,"(40.8505199140001, -73.905150357)"
492,40be5d04,01/09/2006 03:47:00 PM,Monday,Jan,9,2006,15,1,9,2006,GRAND LARCENY,FELONY,B,103,QUEENS,N.Y. POLICE DEPT,1040896,196247,"(40.70515635, -73.795694339)"
493,503ce664,01/09/2006 03:50:00 PM,Monday,Jan,9,2006,15,1,9,2006,ROBBERY,FELONY,2,122,STATEN ISLAND,N.Y. POLICE DEPT,963964,155331,"(40.5930088910001, -74.073044726)"
494,82b8e50f,01/09/2006 03:55:00 PM,Monday,Jan,9,2006,15,1,9,2006,GRAND LARCENY,FELONY,B,70,BROOKLYN,N.Y. POLICE DEPT,999161,164544,"(40.6183073710001, -73.946291435)"
495,5189bc48,01/09/2006 04:00:00 PM,Monday,Jan,9,2006,16,1,9,2006,ROBBERY,FELONY,D,60,BROOKLYN,N.Y. POLICE DEPT,993358,151337,"(40.5820646940001, -73.96721187)"
496,4dd79f5b,01/09/2006 04:00:00 PM,Monday,Jan,9,2006,16,1,19,2006,GRAND LARCENY,FELONY,C,60,BROOKLYN,N.Y. POLICE DEPT,994772,153315,"(40.587492346, -73.962118273)"
497,72633a3f,01/09/2006 04:00:00 PM,Monday,Jan,9,2006,16,1,10,2006,ROBBERY,FELONY,H,79,BROOKLYN,N.Y. POLICE DEPT,998034,188480,"(40.68400831, -73.9503020189999)"
498,f4ff4212,01/09/2006 04:00:00 PM,Monday,Jan,9,2006,16,2,14,2006,GRAND LARCENY,FELONY,F,79,BROOKLYN,N.Y. HOUSING POLICE,999070,193134,"(40.6967807940001, -73.946556394)"
499,852f0a68,01/09/2006 04:00:00 PM,Monday,Jan,9,2006,16,1,26,2006,RAPE,FELONY,H,90,BROOKLYN,N.Y. POLICE DEPT,997843,196573,"(40.7062220130001, -73.950974356)"
500,d072a82,01/09/2006 04:00:00 PM,Monday,Jan,9,2006,16,1,9,2006,BURGLARY,FELONY,G,110,QUEENS,N.Y. POLICE DEPT,1023358,211691,"(40.747641216, -73.858859374)"
501,a36a04b,01/09/2006 04:00:00 PM,Monday,Jan,9,2006,16,1,9,2006,ROBBERY,FELONY,P,114,QUEENS,N.Y. POLICE DEPT,1003284,218229,"(40.7656523470001, -73.931288555)"
502,7199919b,01/09/2006 04:00:00 PM,Monday,Jan,9,2006,16,1,10,2006,GRAND LARCENY,FELONY,A,24,MANHATTAN,N.Y. POLICE DEPT,991005,226815,"(40.789236568, -73.97560721)"
503,c3197fcf,01/09/2006 04:00:00 PM,Monday,Jan,9,2006,16,1,10,2006,BURGLARY,FELONY,A,48,BRONX,N.Y. POLICE DEPT,1016870,251844,"(40.8578764060001, -73.882079677)"
504,80190a54,01/09/2006 04:04:00 PM,Monday,Jan,9,2006,16,1,9,2006,BURGLARY,FELONY,C,52,BRONX,N.Y. POLICE DEPT,1012138,255106,"(40.8668458220001, -73.899172338)"
505,dfada059,01/09/2006 04:10:00 PM,Monday,Jan,9,2006,16,1,9,2006,GRAND LARCENY,FELONY,P,122,STATEN ISLAND,N.Y. POLICE DEPT,938101,153589,"(40.5881305250001, -74.166156916)"
506,7fe80d24,01/09/2006 04:12:00 PM,Monday,Jan,9,2006,16,1,9,2006,ROBBERY,FELONY,F,20,MANHATTAN,N.Y. POLICE DEPT,989494,224090,"(40.7817581940001, -73.981065991)"
507,3541dffa,01/09/2006 04:15:00 PM,Monday,Jan,9,2006,16,1,10,2006,GRAND LARCENY,FELONY,C,13,MANHATTAN,N.Y. POLICE DEPT,988028,208947,"(40.7401952870001, -73.98636805)"
508,df56d567,01/09/2006 04:20:00 PM,Monday,Jan,9,2006,16,1,9,2006,FELONY ASSAULT,FELONY,F,69,BROOKLYN,N.Y. POLICE DEPT,1014096,171113,"(40.636300164, -73.8924659749999)"
509,96b32020,01/09/2006 04:20:00 PM,Monday,Jan,9,2006,16,1,9,2006,GRAND LARCENY,FELONY,D,40,BRONX,N.Y. HOUSING POLICE,1009920,236872,"(40.816805565, -73.907261306)"
510,1138b3fc,01/09/2006 04:30:00 PM,Monday,Jan,9,2006,16,1,9,2006,ROBBERY,FELONY,J,83,BROOKLYN,N.Y. POLICE DEPT,1006598,196252,"(40.705323164, -73.919397994)"
511,5959f2a3,01/09/2006 04:30:00 PM,Monday,Jan,9,2006,16,1,9,2006,ROBBERY,FELONY,B,30,MANHATTAN,N.Y. POLICE DEPT,996422,237592,"(40.818810672, -73.956025337)"
512,53cea341,01/09/2006 04:30:00 PM,Monday,Jan,9,2006,16,1,9,2006,ROBBERY,FELONY,I,111,QUEENS,N.Y. POLICE DEPT,1048565,216315,"(40.760185479, -73.767842585)"
513,c124a568,01/09/2006 04:45:00 PM,Monday,Jan,9,2006,16,1,9,2006,ROBBERY,FELONY,H,46,BRONX,N.Y. POLICE DEPT,1011881,250411,"(40.853960274, -73.900120875)"
514,362c80a6,01/09/2006 04:50:00 PM,Monday,Jan,9,2006,16,1,11,2006,GRAND LARCENY,FELONY,C,52,BRONX,N.Y. POLICE DEPT,1011612,253618,"(40.8627633610001, -73.9010801649999)"
515,5176b302,01/09/2006 05:00:00 PM,Monday,Jan,9,2006,17,1,9,2006,BURGLARY,FELONY,B,62,BROOKLYN,N.Y. POLICE DEPT,988607,156799,"(40.5970604030001, -73.9843123489999)"
516,31454aa6,01/09/2006 05:00:00 PM,Monday,Jan,9,2006,17,1,9,2006,FELONY ASSAULT,FELONY,A,70,BROOKLYN,N.Y. POLICE DEPT,996200,164116,"(40.6171370880001, -73.956957829)"
517,9193d943,01/09/2006 05:00:00 PM,Monday,Jan,9,2006,17,1,21,2006,ROBBERY,FELONY,I,66,BROOKLYN,N.Y. POLICE DEPT,982735,172240,"(40.6394436890001, -74.005460259)"
518,65e80938,01/09/2006 05:00:00 PM,Monday,Jan,9,2006,17,1,9,2006,FELONY ASSAULT,FELONY,F,75,BROOKLYN,N.Y. POLICE DEPT,1012359,181228,"(40.664069312, -73.8986822479999)"
519,a2e9c719,01/09/2006 05:00:00 PM,Monday,Jan,9,2006,17,1,10,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,H,102,QUEENS,N.Y. POLICE DEPT,1029676,197599,"(40.7089319770001, -73.836152677)"
520,b0b001d8,01/09/2006 05:00:00 PM,Monday,Jan,9,2006,17,1,9,2006,GRAND LARCENY,FELONY,H,1,MANHATTAN,N.Y. POLICE DEPT,984435,202469,"(40.7224155660001, -73.999334029)"
521,619eb74b,01/09/2006 05:00:00 PM,Monday,Jan,9,2006,17,1,10,2006,GRAND LARCENY,FELONY,F,107,QUEENS,N.Y. POLICE DEPT,1037837,205451,"(40.7304381170001, -73.806654033)"
522,f6886313,01/09/2006 05:00:00 PM,Monday,Jan,9,2006,17,2,16,2006,GRAND LARCENY,FELONY,I,13,MANHATTAN,N.Y. POLICE DEPT,987373,210805,"(40.7452952900001, -73.988730839)"
523,beb3646f,01/09/2006 05:00:00 PM,Monday,Jan,9,2006,17,1,11,2006,BURGLARY,FELONY,D,48,BRONX,N.Y. POLICE DEPT,1014516,247209,"(40.8451630970001, -73.890610336)"
524,fad95934,01/09/2006 05:00:00 PM,Monday,Jan,9,2006,17,1,9,2006,ROBBERY,FELONY,D,52,BRONX,N.Y. POLICE DEPT,1013465,254827,"(40.8660757600001, -73.8943757869999)"
525,a8083db1,01/09/2006 05:00:00 PM,Monday,Jan,9,2006,17,1,9,2006,GRAND LARCENY,FELONY,A,78,BROOKLYN,N.Y. POLICE DEPT,991374,187228,"(40.680579719, -73.9743165579999)"
526,9aa04667,01/09/2006 05:11:00 PM,Monday,Jan,9,2006,17,1,9,2006,GRAND LARCENY,FELONY,D,19,MANHATTAN,N.Y. POLICE DEPT,996619,223395,"(40.779843504, -73.955339747)"
527,8be28ea1,01/09/2006 05:15:00 PM,Monday,Jan,9,2006,17,1,9,2006,ROBBERY,FELONY,C,103,QUEENS,N.Y. POLICE DEPT,1043418,198739,"(40.7119797760001, -73.786576289)"
528,70c1fae1,01/09/2006 05:15:00 PM,Monday,Jan,9,2006,17,1,9,2006,ROBBERY,FELONY,E,5,MANHATTAN,N.Y. POLICE DEPT,984435,202469,"(40.7224155660001, -73.999334029)"
529,11c77aca,01/09/2006 05:27:00 PM,Monday,Jan,9,2006,17,5,26,2006,GRAND LARCENY,FELONY,A,14,MANHATTAN,N.Y. POLICE DEPT,988926,211121,"(40.746161946, -73.98312599)"
530,880617ce,01/09/2006 05:30:00 PM,Monday,Jan,9,2006,17,1,10,2006,GRAND LARCENY,FELONY,E,6,MANHATTAN,N.Y. POLICE DEPT,982461,206234,"(40.732749396, -74.006456563)"
531,36a6bb37,01/09/2006 05:30:00 PM,Monday,Jan,9,2006,17,1,10,2006,BURGLARY,FELONY,B,14,MANHATTAN,N.Y. POLICE DEPT,989793,213190,"(40.7518403300001, -73.979995324)"
532,9057d091,01/09/2006 05:30:00 PM,Monday,Jan,9,2006,17,1,9,2006,GRAND LARCENY,FELONY,E,14,MANHATTAN,N.Y. POLICE DEPT,988217,215297,"(40.7576243570001, -73.985682275)"
533,60ae45b0,01/09/2006 05:30:00 PM,Monday,Jan,9,2006,17,1,9,2006,GRAND LARCENY,FELONY,D,25,MANHATTAN,N.Y. POLICE DEPT,1001128,232587,"(40.805065604, -73.939035658)"
534,a13159ce,01/09/2006 05:30:00 PM,Monday,Jan,9,2006,17,1,9,2006,ROBBERY,FELONY,E,47,BRONX,N.Y. POLICE DEPT,1023684,264797,"(40.8934005500001, -73.857370766)"
